Country Code,Duration of compulsory education (years),Official entrance age to lower secondary education (years),Official entrance age to primary education (years),Theoretical duration of primary education (years),Theoretical duration of secondary education (years),Theoretical duration of upper secondary education (years),"Adjusted net enrolment rate, primary, both sexes (%)","Gross enrolment ratio, lower secondary, both sexes (%)","Gross enrolment ratio, lower secondary, female (%)","Gross enrolment ratio, lower secondary, male (%)","Gross enrolment ratio, pre-primary, both sexes (%)","Gross enrolment ratio, pre-primary, female (%)","Gross enrolment ratio, pre-primary, male (%)","Gross enrolment ratio, primary, both sexes (%)","Gross enrolment ratio, primary, female (%)","Gross enrolment ratio, primary, gender parity index (GPI)","Gross enrolment ratio, primary, male (%)","Gross enrolment ratio, secondary, both sexes (%)","Gross enrolment ratio, secondary, female (%)","Gross enrolment ratio, secondary, gender parity index (GPI)","Gross enrolment ratio, secondary, male (%)","Gross enrolment ratio, upper secondary, both sexes (%)","Gross intake ratio to Grade 1 of primary education, both sexes (%)","Gross intake ratio to Grade 1 of primary education, female (%)","Gross intake ratio to Grade 1 of primary education, male (%)",Internet users (per 100 people),"Labor force, female (% of total labor force)","Mortality rate, under-5 (per 1,000 live births)","Net enrolment rate, primary, both sexes (%)",Percentage of enrolment in pre-primary education in private institutions (%),Percentage of enrolment in primary education in private institutions (%),Percentage of enrolment in secondary education in private institutions (%),"Percentage of female students enrolled in primary education who are over-age, female (%)","Percentage of male students enrolled in primary education who are over-age, male (%)","Percentage of repeaters in primary education, all grades, both sexes (%)","Percentage of repeaters in primary education, all grades, female (%)","Percentage of repeaters in primary education, all grades, male (%)","Percentage of students enrolled in primary education who are over-age, both sexes (%)",Percentage of students in pre-primary education who are female (%),Percentage of students in primary education who are female (%),Percentage of students in secondary education who are female (%),Percentage of students in secondary general education who are female (%),Population ages 0-14 (% of total),Population ages 15-64 (% of total),Population growth (annual %),"Population, female (% of total)","Population, male (% of total)","Prevalence of HIV, total (% of population ages 15-49)","Primary completion rate, both sexes (%)","Primary completion rate, female (%)","Primary completion rate, male (%)","Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)",Short Name,Table Name,Long Name,2-alpha code,Currency Unit,Special Notes,Region,Income Group,WB-2 code,National accounts base year,National accounts reference year,SNA price valuation,Lending category,Other groups,System of National Accounts,Alternative conversion factor,PPP survey year,Balance of Payments Manual in use,External debt Reporting status,System of trade,Government Accounting concept,IMF data dissemination standard,Latest population census,Latest household survey,Source of most recent Income and expenditure data,Vital registration complete,Latest agricultural census,Latest industrial data,Latest trade data,Latest water withdrawal data,Unnamed: 31
FJI,10,12,6,6,7,3,98.0284423828125,103.044776916504,103.923767089844,102.226387023926,64.41015499937906,64.37372373856942,64.42835383042163,105.544822692871,105.059631347656,0.991140007972717,105.998992919922,86.42722768768611,88.20279506448554,1.0484172828308433,84.67112001948198,71.79805356690107,104.423202514648,102.468276977539,106.262893676758,42.5,34.5926378157114,22.5,97.6440277099609,30.264791243712434,0.863629996776581,7.375651522414561,6.60857009887695,8.13815021514893,0.374330013990402,0.384130001068115,0.365240007638931,7.4020299911499,48.84706209015076,48.1260414123535,49.67917902403105,49.8113288879395,28.7444137694488,65.4243853885393,0.713519398486428,49.1530515253143,50.8469484746857,0.1,106.367317199707,106.693817138672,106.0634765625,12.5,7.09999990463257,8.89999961853027,Fiji,Fiji,Republic of Fiji,FJ,Fijian dollar,"Based on data from the Bureau of Statistics, national accounts data on the expenditure side have been revised from 2005 onward; the new base year is 2005.",East Asia & Pacific,Upper middle income,FJ,2005,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,,2005,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Budgetary central government,General Data Dissemination System (GDDS),2007,,"Expenditure survey/budget survey (ES/BS), 2009",Yes,2009,2009.0,2012.0,2000,
FRA,11,11,6,5,7,3,95.66657906164282,91.07095138990637,90.65481400988219,91.45678124954057,64.68175536292837,64.73888477015846,64.65741889012645,103.77509774286494,103.01698183287785,0.9791263421008272,104.55054199024411,84.97619799797089,84.52946895663757,0.973392547994982,85.50256511778764,77.93934336623356,105.59739742836011,104.59234971103784,106.61161841163381,84.6945,46.8479014243137,3.9,93.91552130857633,39.54744033453689,9.408217594928786,10.760070149407646,7.537692602723383,8.74740219060822,3.949322640445001,3.587259182242642,4.278014114037301,8.187835289289126,48.72917278795839,48.279272205474015,48.07818789861751,49.88564197815911,18.2651337900943,62.796420527165,0.439410654779496,50.8623451043847,49.1376548956153,0.4,90.90260381466788,90.22089424902583,91.51471191616922,9.89999961853027,10.8000001907349,10.3999996185303,France,France,French Republic,FR,Euro,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 6.55957 French franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Europe & Central Asia,High income: OECD,FR,Original chained constant price data are rescaled.,2005.0,Value added at basic prices (VAB),,Euro area,Country uses the 1993 System of National Accounts methodology.,,Rolling,"IMF Balance of Payments Manual, 6th edition.",,Special trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2006. Rolling census based on continuous sample survey.,,"Expenditure survey/budget survey (ES/BS), 1994/95",Yes,2010,2009.0,2012.0,2007,
FRO,9,12,6,6,6,3,96.15566192713561,91.08841212890016,90.67799862252726,91.45725196979951,64.66967448199671,64.69672417878323,64.68733807930835,103.78362677622685,103.04779233386081,0.9808231718560345,104.5326815851273,83.72510612657139,82.15096538301333,0.9896541856044772,85.32073508071187,75.90175331741561,105.65901802346929,104.65373311330534,106.66041074682734,94.2,43.11081301637958,-9.087780643278961,94.8079040186336,44.448452271468355,15.188757231834998,14.45259294071447,7.618740871634469,8.698340375626191,3.9608143709449206,3.5700016314375507,4.315467114975277,8.199315507972866,48.34226063816159,48.270231607553725,48.546059618908004,50.46515484918716,13.622755707209155,70.89828495087185,0.25151587277339,49.937396985866265,50.06260301402593,-0.6320151515067067,90.61845356242347,89.69175741504351,91.44240162779748,9.24773001459996,8.100629826125346,8.343354490193413,Faeroe Islands,Faeroe Islands,Faeroe Islands,FO,Danish krone,,Europe & Central Asia,High income: nonOECD,FO,,,Value added at basic prices (VAB),,,Country uses the 1993 System of National Accounts methodology.,,,"IMF Balance of Payments Manual, 6th edition.",,General trade system,,,2011,,,Yes,,,2009.0,,
FSM,10,12,6,6,6,4,84.0033264160156,81.3443069458008,82.6580200195313,80.1138534545898,33.0462684631348,31.6585998535156,34.3388786315917,95.5217666625977,95.6741180419922,1.00308001041412,95.3802871704102,76.79105813302589,69.3808068039196,0.9247745192414246,83.5213654860612,72.51319412630082,99.6976165771484,102.421516418457,97.1666717529297,31.50108128,28.220415370048613,34.3,84.0033264160156,4.01943016052246,3.40893006324768,12.099847085800825,0.0,0.0,3.955199481684412,3.6248933077273797,4.258826321128041,0.0,46.2014083862305,48.226490020752,47.33580642236656,49.2904281616211,34.0687330633037,61.5791943159729,0.401059794567854,48.7862334453733,51.2137665546267,-3.8200114596066115,92.46292470981763,92.65671897700582,92.30025727349319,13.910728992552102,7.840591741309968,9.020121249818558,Micronesia,"Micronesia, Fed. Sts.",Federated States of Micronesia,FM,U.S. dollar,"Fiscal year ends on September 30; reporting period for national accounts data: FY. Based on the Pacific and Virgin Islands Training Initiative, national accounts data have been revised from 2009 onward. 2013 estimates are based on the IMF Small States Monitor, Issue 1.2014. In 2010, the government statistical office revised national accounts data for 1995-2008.",East Asia & Pacific,Lower middle income,FM,2004,,Value added at basic prices (VAB),IDA,,Country uses the 1993 System of National Accounts methodology.,,,,,,,,2010,,"Integrated household survey (IHS), 2000",,,,,,
GAB,10,11,6,5,7,3,90.05756072445614,90.9269342408711,90.51599747203996,91.30831214634183,64.55165127054372,64.61536204696951,64.46085586969077,103.8269442806888,102.73511955347207,0.9875423311352423,104.85639068543118,85.23687359436477,85.72332211758447,1.0002913461622853,84.70397238193442,76.42343460891959,105.58830618090242,104.64073306753723,106.50277687806513,45.78453653,40.0182264838735,50.6,88.66995754403179,41.66818665167922,15.985557047462684,15.249238498641049,7.500111796118021,8.784438790605448,3.9444258845217592,3.5963521319746476,4.277299703659903,8.144261796810808,49.945238955196324,48.78235155713172,49.12627185048873,48.983033443727,35.761420596578,59.7239110443354,2.86218185753278,48.6129258545067,51.3870741454933,3.7,92.11494661157283,92.34776704975857,91.88282975809933,26.1000003814697,16.1000003814697,20.0,Gabon,Gabon,Gabonese Republic,GA,CFA franc,,Sub-Saharan Africa,Upper middle income,GA,1991,,Value added at producer prices (VAP),IBRD,,Country uses the 1993 System of National Accounts methodology.,1993,2005,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,,General Data Dissemination System (GDDS),2013,"Demographic and Health Survey (DHS), 2012","Core Welfare Indicator Questionnaire Survey (CWIQ)/Integrated household survey (IHS), 2005",,,,2009.0,2005,
GBR,11,11,5,6,7,4,94.16591889803165,91.07874360292166,90.65591567782744,91.46882031602685,64.69090867346938,64.74678198588587,64.67757234148785,103.71323208806945,103.02391785874659,0.9802321644032217,104.38394165039541,85.62923259649152,85.74452043525696,0.9806003104351951,85.6410746922204,80.08801843756488,95.2410430908203,95.3253631591797,95.1604995727539,92.0003,46.4469264933716,4.4,93.31748112724804,42.086391062039915,13.352780248383873,15.185725041818152,7.5182069027360265,8.752028991522494,3.9680998719631333,3.5818214782168454,4.31627328650568,8.169965812590817,48.55768951799527,48.18207107232823,48.08472325896114,49.49971950779121,17.5846735053002,64.2938109774932,0.794967909295267,50.7141036397797,49.2858963602203,-1.8948805746904327,90.7356261811774,89.7763232471417,91.59828341093821,5.09999990463257,5.5,5.30000019073486,United Kingdom,United Kingdom,United Kingdom of Great Britain and Northern Ireland,GB,Pound sterling,,Europe & Central Asia,High income: OECD,GB,2005,,Value added at basic prices (VAB),,,Country uses the 1993 System of National Accounts methodology.,,Rolling,"IMF Balance of Payments Manual, 6th edition.",,General trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2011,,"Income survey (IS), 1999",Yes,2010,2009.0,2012.0,2007,
GEO,9,12,6,6,6,3,106.47742947446507,114.308776855469,114.077659606934,114.514129638672,64.61815124895617,65.02163446675387,64.22005405419202,116.784652709961,118.245399475098,1.02367997169495,115.510581970215,103.681617736816,103.811599731445,1.0023900270462,103.563941955566,94.8006134033203,102.981109619141,103.685920715332,102.360328674316,47.56975964,46.132621783096,11.4,103.84117568999093,24.27496321555465,10.1008195877075,10.2294597625732,2.60095000267029,2.89692997932434,0.258199989795685,0.214540004730225,0.297170013189316,2.75731992721558,47.81488059424403,47.1697311401367,47.5762405395508,47.7798309326172,18.7137924507102,66.6707326084822,-0.265982612716282,52.2730384305572,47.7269615694428,0.4,120.68480682373,121.715911865234,119.787933349609,10.1999998092651,13.3999996185303,12.0,Georgia,Georgia,Georgia,GE,Georgian lari,,Europe & Central Asia,Lower middle income,GE,Original chained constant price data are rescaled.,1996.0,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,1990–95,2005,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2002,"Multiple Indicator Cluster Survey (MICS), 2005; Reproductive Health Survey (RHS), 2005","Integrated household survey (IHS), 2011",Yes,,2010.0,2012.0,2005,
GHA,11,12,6,6,7,4,90.885887145996,89.7790069580078,88.6675033569335,90.8433532714844,120.788879394531,122.41365814209,119.22981262207,109.925399780273,109.930122375488,1.00007998943329,109.920867919922,61.4125099182129,59.7623405456542,0.94871997833252,62.9929084777832,38.5576705932617,107.936851501465,108.164947509766,107.717903137207,31.44785241,49.6003194788023,61.0,90.5979614257813,27.2390308380127,25.2703495025635,17.1841297149658,16.7887096405029,17.1543102264404,1.97373998165131,1.91065001487732,2.03426003456116,16.9752998352051,49.6269607543945,48.9630813598633,47.6053886413574,48.0183410644531,38.7962057978044,57.817392934537,2.27438031073102,50.2446486617394,49.7553513382606,1.6,101.100471496582,100.720596313477,101.464462280273,5.40000009536743,4.80000019073486,5.09999990463257,Ghana,Ghana,Republic of Ghana,GH,New Ghanaian cedi,"In 2010, the Ghana Statistical Service revised the base year for Ghana's national accounts series from 1993 to 2006. The new GDP data were about 60 percent higher than previously reported and incorporated improved data sources and methodology.",Sub-Saharan Africa,Lower middle income,GH,2006,,Value added at basic prices (VAB),IDA,HIPC,Country uses the 1993 System of National Accounts methodology.,1973–87,2005,"IMF Balance of Payments Manual, 6th edition.",Preliminary,General trade system,Budgetary central government,General Data Dissemination System (GDDS),2010,"Multiple Indicator Cluster Survey (MICS), 2011","Living Standards Measurement Study Survey (LSMS), 2005/06",,2013/ 2014,2003.0,2012.0,2000,
GIB,10,11,5,6,4,2,96.12346133920042,91.07817482632777,90.65935883316814,91.45253654641881,64.66326024582554,64.69267473202639,64.67806990946193,103.78236330301628,103.0340799143445,0.9810178409925927,104.54241447308091,83.8365334793687,82.38643814181006,0.9894654981133588,85.30420241496023,76.00952704258968,105.65573816748233,104.65660038861985,106.65231514429479,94.44447158,43.09253915524437,-7.501989539559162,94.6618586140492,44.64403724126471,15.317134045507323,14.601892250173307,7.612501424643422,8.697269605063012,3.960715874575682,3.5684584672498953,4.3172058171360295,8.193811564605408,48.4156855197293,48.31420154285162,48.581610313111085,50.38517193009676,14.570240173732234,70.32008209559007,0.556647498332335,49.937396962715745,50.06260303729499,-0.5133193958836699,90.6426855334135,89.7346571407152,91.45181313168587,9.191971565136953,7.912347979659151,8.199270473914483,Gibraltar,Gibraltar,Gibraltar,GI,Gibraltar pound,,,,GI,,,,,,Country uses the 1968 System of National Accounts methodology.,,,,,,,,2012,,,,,,,,
GIN,6,13,7,6,7,3,86.35090698795868,90.92124596833195,90.59672668439985,91.32114065329729,64.56876432090272,64.64568594055034,64.44790232415387,103.83399800772905,102.75343967336573,0.9803906538218364,104.84271978883113,87.48312321192651,89.92003359227198,0.9538861802059595,85.19428872805997,84.18105103693968,105.5952879223047,104.5746515137066,106.55083259703704,8.2,48.9587312155712,92.0,84.88459629919967,34.31723359392636,18.25327225170099,25.046197891751312,7.69953795167337,8.61248766678216,3.941006096753192,3.620539340451936,4.241825981324485,8.160681786387956,49.8453979904979,48.31173926083132,47.04832215551359,45.990735613951124,42.6501833969274,54.294860709556,2.39391686647114,49.887483258948,50.112516741052,1.5,92.74571932356491,93.36787415873614,92.24480084233069,7.0,5.80000019073486,6.30000019073486,Guinea,Guinea,Republic of Guinea,GN,Guinean franc,,Sub-Saharan Africa,Low income,GN,2003,,Value added at basic prices (VAB),IDA,HIPC,Country uses the 1993 System of National Accounts methodology.,,2005,"IMF Balance of Payments Manual, 6th edition.",Estimate,Special trade system,Budgetary central government,General Data Dissemination System (GDDS),1996,"Demographic and Health Survey (DHS), 2012","Core Welfare Indicator Questionnaire Survey (CWIQ), 2012",,,,2008.0,2001,
GMB,9,13,7,6,6,3,74.0793762207031,66.1313171386719,67.2350997924805,65.0382385253906,37.9536209106445,38.8781890869141,37.048770904541,91.5563201904297,94.4850234985352,1.0655699968338,88.6708297729492,87.26488560084857,89.1379840436997,1.0383492217481756,85.3614250784172,101.94197584546266,108.518440246582,112.014236450195,105.087051391602,16.5,44.1853853608581,67.5,73.1079864501953,67.9166793823242,28.3550796508789,28.91231633104162,15.5415096282959,17.2108402252197,5.29569005966187,5.02861022949219,5.57607984542847,16.3558807373047,50.6656303405762,51.2158317565917,51.474361725747116,50.3744697570801,45.6694259174045,52.0011731450907,3.06731218623717,50.4972228739715,49.5027771260285,1.8,69.3142166137695,71.6931304931641,66.9617004394531,38.5,21.7000007629395,29.7000007629395,The Gambia,"Gambia, The",Republic of The Gambia,GM,Gambian dalasi,"Fiscal year end: June 30; reporting period for national accounts data: CY. April 2013 database update: Based on official government statistics, national accounts data were revised for 2004 onward; the base year changed to 2004.",Sub-Saharan Africa,Low income,GM,2004,,Value added at producer prices (VAP),IDA,HIPC,Country uses the 1993 System of National Accounts methodology.,,2005,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Budgetary central government,General Data Dissemination System (GDDS),2013,"Demographic and Health Survey (DHS), 2013","Integrated household survey (IHS), 2010",,,2004.0,2011.0,2000,
GNB,9,12,6,6,6,3,87.0119703488058,90.91544133044042,90.60929095320598,91.29603396431453,64.5394796905732,64.5601638622233,64.47136031063545,103.83206838251319,102.75349270420234,0.9806031126056115,104.85175393632177,88.25775067139092,91.37200990124887,0.9776417145183831,85.28771879785643,85.60273662890565,105.58735820765646,104.56666800852605,106.5563985959059,3.540706917,47.0781385516045,91.3,84.91184634835027,33.540162258340224,17.98135548203281,26.026855028630322,7.715882682069911,8.609346778924387,3.943146605757718,3.6153545199765773,4.252965288715522,8.168347755145247,49.711723456219204,48.358158671144764,47.690336389016224,46.58466960592089,41.6937113603528,55.4294034654108,2.56184157330302,50.8433077590414,49.1566922409586,3.3,92.80214490706196,93.66926316714182,92.08578159653784,6.59999990463257,5.59999990463257,6.09999990463257,Guinea-Bissau,Guinea-Bissau,Republic of Guinea-Bissau,GW,CFA franc,"In 2010, national accounts data for 2003-09 were revised. The new data had broader coverage of all sectors of the economy, and GDP in current prices averaged 89 percent higher than previous estimates.",Sub-Saharan Africa,Low income,GW,2005,,Value added at basic prices (VAB),IDA,HIPC,Country uses the 1993 System of National Accounts methodology.,,2005,"IMF Balance of Payments Manual, 6th edition.",Estimate,General trade system,,General Data Dissemination System (GDDS),2009,"Multiple Indicator Cluster Survey (MICS), 2010","Core Welfare Indicator Questionnaire Survey (CWIQ), 2010",,,,2005.0,2000,
GNQ,6,13,7,6,6,2,56.7971000671387,39.159351348877,39.4403114318848,38.8816909790039,57.7504196166992,57.9498291015625,57.5541915893555,79.1203231811523,78.2348327636719,0.97800999879837,79.9936065673828,80.68136970615883,77.49380886716756,0.9001858975520887,83.97819917398209,114.98971464315657,81.7243576049805,80.0756072998047,83.3488464355469,21.31999999,39.6983674503422,94.0,55.6924209594727,56.2632598876953,58.6663208007813,63.30006152058658,21.1645393371582,23.9372291564941,18.5232791900635,17.4397602081299,19.5683708190918,22.5759105682373,49.7701797485352,49.0973892211914,46.94905425168585,48.8989906311035,37.424801491251,59.6837302373938,3.98913883841991,44.8345216015246,55.1654783984754,6.2,50.4254302978516,51.2486190795898,49.6127395629883,6.19999980926514,5.5,5.80000019073486,Equatorial Guinea,Equatorial Guinea,Republic of Equatorial Guinea,GQ,CFA franc,National accounts have been revised from 1980 onward based on official government data; the new base year is 2006.,Sub-Saharan Africa,High income: nonOECD,GQ,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1968 System of National Accounts methodology.,1965–84,2005,,,General trade system,Budgetary central government,,2002,"Demographic and Health Survey (DHS), 2011","Priority survey (PS), 2006",,,,,2000,
GRC,9,12,6,6,6,3,94.43379625607746,91.05417814294124,90.66719079453777,91.39333670396753,64.65211044766546,64.6975701577001,64.60060111586311,103.80575664916053,102.97003507736578,0.9810398238616359,104.64244991658248,85.46637493158643,85.67282247374641,1.0196262027084022,85.32113334524257,77.97239650006982,105.59101323665226,104.62110285413193,106.57392097004995,66.835,43.801017175791,3.8,94.21612430439778,36.397138209602716,6.315064158752875,4.770540897137586,7.421636509232804,8.925964068628664,3.9450319274562777,3.5978953268548928,4.266889610037893,8.221979456148054,48.967347346716124,48.23323330643728,49.22357698016659,51.47832911163697,14.5459626664765,65.5062044251101,-0.658861360878339,50.761802467025,49.238197532975,2.2531264068343972,91.40190971592679,91.15969345932727,91.5695208501287,28.8999996185303,21.7999992370605,24.8999996185303,Greece,Greece,Hellenic Republic,GR,Euro,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 340.75 Greek drachma. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Europe & Central Asia,High income: OECD,GR,Original chained constant price data are rescaled.,2005.0,Value added at basic prices (VAB),,Euro area,Country uses the 1993 System of National Accounts methodology.,,Rolling,"IMF Balance of Payments Manual, 6th edition.",,Special trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2011,,"Integrated household survey (IHS), 2000",Yes,2009,2007.0,2012.0,2007,
GRD,12,12,5,7,5,2,97.7573699951172,99.6898880004883,95.4766387939453,103.705017089844,85.880271911621,82.8068389892578,88.8067092895508,104.86701965332,102.865379333496,0.963440001010895,106.769088745117,99.1796264648438,98.9751434326172,0.995980024337769,99.375,98.4631118774414,97.3195877075195,94.8202972412109,99.6981887817383,53.81,38.22441545338488,15.8,95.7344284057617,49.970588684082,16.83975063157292,19.473061530840695,2.58326005935669,5.38537979125977,3.930555499091475,3.494938270895025,4.333893208293903,4.04611015319824,47.029411315918,47.7947196960449,48.7592697143555,48.7592697143555,26.4839968920551,66.3593046441309,0.434369277078617,49.8403961545302,50.1596038454698,4.123136758066437,91.41716555655218,91.34380974455743,91.52822284637126,9.29171415095172,9.024398691338641,9.126108903294405,Grenada,Grenada,Grenada,GD,East Caribbean dollar,"April 2012 database update: Based on official government statistics, national accounts data were revised for 2000 onward; the base year changed to 2006.",Latin America & Caribbean,Upper middle income,GD,2006,,Value added at basic prices (VAB),Blend,,Country uses the 1968 System of National Accounts methodology.,,,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,Budgetary central government,General Data Dissemination System (GDDS),2011,"Reproductive Health Survey (RHS), 1985",,Yes,2012,,2009.0,2005,
GRL,10,12,6,6,6,3,93.99844527972452,91.08020441853371,90.72898910093144,91.42372124078203,64.64860347217142,64.64203512975438,64.67765229436327,103.80125489256325,103.02070502759717,0.9813700584379803,104.57913252859574,84.26559913954763,83.28758299174336,0.9956264146843151,85.29711392765029,77.30808929982013,105.64779552010302,104.61077467745714,106.6609588045927,67.60044348,42.048308604650394,6.738269938607289,92.84136940525576,41.075611232134364,15.060696871751347,16.701157607665976,7.666206598817509,8.69483165627048,3.9544233034146345,3.58325030279115,4.293916969119682,8.219082291389062,48.34338569766069,48.17496164412981,48.47859021971733,50.14646479597672,17.70876353827433,69.27335105892129,-0.322038549275343,49.93739706080599,50.062602938675404,0.15210359777486815,91.23817186376047,90.8428502315794,91.581931973435,9.98685389401485,8.7139276718228,9.067038149176033,Greenland,Greenland,Greenland,GL,Danish krone,,Europe & Central Asia,High income: nonOECD,GL,1990,,,,,Country uses the 1993 System of National Accounts methodology.,,,,,General trade system,,,2010,,,Yes,,,2012.0,,
GTM,10,13,7,6,5,2,88.0477600097656,72.3622817993164,68.2543792724609,76.3527603149414,44.6591682434082,44.8262710571289,44.4982604980469,101.791412353516,99.7538375854492,0.961399972438812,103.759399414063,65.6267013549805,63.3288612365723,0.933179974555969,67.8635025024414,55.1466407775879,101.810081481934,100.556549072266,103.018371582031,28.80594156,33.0095618261573,29.5,85.4500732421875,16.8546009063721,11.5909996032715,62.7375411987305,10.2798500061035,13.2600498199463,9.75609016418457,8.62042999267578,10.8106203079224,11.8251399993896,49.2394714355469,48.1479988098145,47.5998916625977,46.3470916748047,36.2316795846332,59.2610003095537,2.04426638203996,50.8073410583344,49.1926589416656,0.5,84.7096633911133,83.6833572387695,85.7033615112305,3.09999990463257,2.09999990463257,2.40000009536743,Guatemala,Guatemala,Republic of Guatemala,GT,Guatemalan quetzal,,Latin America & Caribbean,Lower middle income,GT,2001,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,,,"IMF Balance of Payments Manual, 6th edition.",Estimate,Special trade system,Budgetary central government,General Data Dissemination System (GDDS),2002,"Reproductive Health Survey (RHS), 2008/09","Living Standards Measurement Study Survey (LSMS), 2011",Yes,2013,,2012.0,2006,
GUM,10,12,6,6,6,3,93.61889889703701,91.0717673536345,90.73579127684164,91.40617502464768,64.63548452725989,64.64152520472454,64.65841848392091,103.80650842519425,102.95741824530496,0.9852136911798914,104.64140820036997,83.4445993168844,81.83561384698811,0.9821470470327447,85.05443544930847,74.78774956708354,105.63403839809301,104.60706942129737,106.62668359630331,73.13999995,40.5315656725687,17.24638223806295,91.44272417624909,44.26507762951987,17.173751415479963,18.87593165827278,7.628638386347778,8.647985808675315,3.95616272487868,3.5808468029721343,4.302035868877272,8.164699969794334,48.69651429676741,48.43873626012516,48.46946405845977,49.47825281648779,25.4473197896129,65.6495485083159,0.514308801199151,49.3232302006205,50.6767697993795,1.069006601654145,91.37784694680026,91.18490321778003,91.5359753026709,7.5,6.40000009536743,6.90000009536743,Guam,Guam,Guam,GU,U.S. dollar,,East Asia & Pacific,High income: nonOECD,GU,,,,,,Country uses the 1993 System of National Accounts methodology.,,,,,General trade system,,,2010,,,Yes,2007,,,,
GUY,6,12,6,6,5,2,90.46459940670907,91.00277647112178,90.67422510369379,91.32955219803928,64.55238969899925,64.47770293303566,64.6164678643533,103.83097282017293,102.88015058727613,0.9879737078874606,104.7354668262622,84.91096770375671,84.7646550043927,1.0182298499199751,85.00235547133803,78.11386581301097,105.63143669158515,104.59195238940175,106.61376341077991,34.0,35.0177977287323,33.4,89.45932700515627,40.405740214852834,17.58476631120856,21.49359596137664,7.685754489101659,8.661006739262927,3.949252198259241,3.5760377894047153,4.300196721641056,8.191513654942568,48.81910213856335,48.46838162797436,49.317907293479784,49.942378068791434,29.8248307773183,65.1419492683282,0.66858093549162,49.6365713571906,50.3634286428094,1.6,92.3210660172546,92.80883565713602,91.84985230077989,15.8000001907349,9.39999961853027,11.6999998092651,Guyana,Guyana,Co-operative Republic of Guyana,GY,Guyana dollar,"In 2010, the Bureau of Statistics introduced a new series of GDP rebased to year 2006. Current price GDP averaged 63 percent higher than previous estimates.",Latin America & Caribbean,Lower middle income,GY,2006,,Value added at basic prices (VAB),IDA,HIPC,Country uses the 1993 System of National Accounts methodology.,,,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,,General Data Dissemination System (GDDS),2012,"Demographic and Health Survey (DHS), 2009","Integrated household survey (IHS), 1998",,,,2012.0,2000,
HIC,10,12,6,6,6,3,97.1638717651367,105.458518981934,104.541091918945,106.330947875977,82.4764175415039,82.1318969726563,82.8046875,102.610298156738,102.561416625977,0.99906998872757,102.656921386719,106.634559631348,106.408477783203,0.995880007743835,106.849151611328,107.808906555176,101.076622009277,101.283653259277,100.879180908203,80.0146640124836,43.9099189530832,5.4,96.5009002685547,41.9357986450195,11.8584299087524,19.5279293060303,7.005516612435588,8.590552325031217,1.42314994335175,1.73774003982544,1.12334001064301,7.826224389451929,48.5884094238281,48.7965087890625,48.593391418457,49.5428199768066,16.7452177820233,66.2384205319872,0.592134119097082,50.2473092372723,49.7526907627277,0.34425253929716604,98.7616882324219,99.3933029174805,98.1966171264648,6.89215482504974,6.50029875283571,6.67003464414973,High income,High income,High income,XD,,"High income group aggregate. High-income economies are those in which 2013 GNI per capita was $12,746 or more.",,,XD,,,,,,,,,,,,,,,,,,,,,,
