

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Argentina",32,"SDG 6.4.1. Water Use Efficiency",4551,2017,13.6165637946,"I","","0"
"Argentina",32,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2017,0.1182923643,"E","","0"
"Argentina",32,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2017,32.6395950352,"E","","0"
"Argentina",32,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,65.0549562883,"E","","0"
"Armenia",51,"Agricultural water withdrawal as % of total water withdrawal",4254,2017,74.2201130574,"E","","0"
"Armenia",51,"Industrial water withdrawal as % of total water withdrawal",4256,2017,4.2710586922,"E","","0"
"Armenia",51,"Municipal water withdrawal as % of total withdrawal",4255,2017,21.5088282504,"E","","0"
"Armenia",51,"Total water withdrawal per capita",4257,2017,973.1760250558,"E","","0"
"Armenia",51,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,36.8773329901,"E","","0"
"Armenia",51,"Agricultural water withdrawal as % of total renewable water resources",4273,2017,27.3780409319,"E","","0"
"Armenia",51,"SDG 6.4.2. Water Stress",4550,2017,57.7970546702,"E","","0"
"Armenia",51,"SDG 6.4.1. Water Use Efficiency",4551,2017,3.2605190122,"E","","0"
"Armenia",51,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2017,0.3006164251,"E","","0"
"Armenia",51,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2017,19.7188700513,"E","","0"
"Armenia",51,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,10.2060262081,"E","","0"
"Australia",36,"Agricultural water withdrawal as % of total water withdrawal",4254,2017,63.428778543,"E","","0"
"Australia",36,"Industrial water withdrawal as % of total water withdrawal",4256,2017,16.0807055697,"E","","0"
"Australia",36,"Municipal water withdrawal as % of total withdrawal",4255,2017,20.4905158874,"E","","0"
"Australia",36,"Total water withdrawal per capita",4257,2017,673.3478085079,"E","","0"
"Australia",36,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,3.2408536585,"E","","0"
"Australia",36,"Agricultural water withdrawal as % of total renewable water resources",4273,2017,2.1341463415,"E","","0"
"Australia",36,"SDG 6.4.2. Water Stress",4550,2017,6.4113389626,"E","","0"
"Australia",36,"SDG 6.4.1. Water Use Efficiency",4551,2017,72.2797509034,"E","","0"
"Australia",36,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2017,0.4699458481,"E","","0"
"Australia",36,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2017,106.2610897469,"E","","0"
"Australia",36,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,267.9002193823,"E","","0"
"Austria",40,"Agricultural water withdrawal as % of total water withdrawal",4254,2017,2.2078405544,"E","","0"
"Austria",40,"Industrial water withdrawal as % of total water withdrawal",4256,2017,77.1741931789,"E","","0"
"Austria",40,"Municipal water withdrawal as % of total withdrawal",4255,2017,20.6179662667,"E","","0"
"Austria",40,"Total water withdrawal per capita",4257,2017,395.9341493742,"E","","0"
"Austria",40,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,4.4916344916,"I","","0"
"Austria",40,"Agricultural water withdrawal as % of total renewable water resources",4273,2017,0.0992277992,"I","","0"
"Austria",40,"SDG 6.4.2. Water Stress",4550,2017,9.6435479414,"E","","0"
"Austria",40,"SDG 6.4.1. Water Use Efficiency",4551,2017,100.732937341,"I","","0"
"Austria",40,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2017,3.3647163088,"E","","0"
"Austria",40,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2017,33.9898804513,"E","","0"
"Austria",40,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,360.9824208953,"E","","0"
"Azerbaijan",31,"Agricultural water withdrawal as % of total water withdrawal",4254,2017,72.5261313138,"E","","0"
"Azerbaijan",31,"Industrial water withdrawal as % of total water withdrawal",4256,2017,23.9563121988,"E","","0"
"Azerbaijan",31,"Municipal water withdrawal as % of total withdrawal",4255,2017,3.5175564875,"E","","0"
"Azerbaijan",31,"Total water withdrawal per capita",4257,2017,1298.2411948012,"E","","0"
"Azerbaijan",31,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,36.8611391492,"E","","0"
"Azerbaijan",31,"Agricultural water withdrawal as % of total renewable water resources",4273,2017,26.7339581831,"E","","0"
"Azerbaijan",31,"SDG 6.4.2. Water Stress",4550,2017,56.4433649812,"E","","0"
"Azerbaijan",31,"SDG 6.4.1. Water Use Efficiency",4551,2017,3.6654715287,"E","","0"
"Azerbaijan",31,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2017,0.2236419786,"E","","0"
"Azerbaijan",31,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2017,8.1219134496,"E","","0"
"Azerbaijan",31,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,44.2796502836,"E","","0"
"Bahamas",44,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,290.5811544686,"E","","0"
"Bahrain",48,"Agricultural water withdrawal as % of total water withdrawal",4254,2017,33.3103130755,"I","","0"
"Bahrain",48,"Industrial water withdrawal as % of total water withdrawal",4256,2017,3.2458563536,"I","","0"
"Bahrain",48,"Municipal water withdrawal as % of total withdrawal",4255,2017,63.4438305709,"I","","0"
"Bahrain",48,"Total water withdrawal per capita",4257,2017,290.7482618019,"E","","0"
"Bahrain",48,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,133.7068965517,"I","","0"
"Bahrain",48,"Agricultural water withdrawal as % of total renewable water resources",4273,2017,124.7413793103,"I","","0"
"Bahrain",48,"SDG 6.4.2. Water Stress",4550,2017,133.7068965517,"I","","0"
"Bahrain",48,"SDG 6.4.1. Water Use Efficiency",4551,2017,76.2135198629,"I","","0"
"Bahrain",48,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2017,0.6213942861,"E","","0"
"Bahrain",48,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2017,948.6757614276,"E","","0"
"Bahrain",48,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,71.2659979648,"E","","0"
"Bangladesh",50,"Agricultural water withdrawal as % of total water withdrawal",4254,2017,87.8171173683,"I","","0"
"Bangladesh",50,"Industrial water withdrawal as % of total water withdrawal",4256,2017,2.1466406468,"I","","0"
"Bangladesh",50,"Municipal water withdrawal as % of total withdrawal",4255,2017,10.0362419849,"I","","0"
"Bangladesh",50,"Total water withdrawal per capita",4257,2017,224.6291433588,"E","","0"
"Bangladesh",50,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,2.9233141434,"I","","0"
"Bangladesh",50,"Agricultural water withdrawal as % of total renewable water resources",4273,2017,2.5671702123,"I","","0"
"Bangladesh",50,"SDG 6.4.2. Water Stress",4550,2017,5.7233394816,"E","","0"
"Bangladesh",50,"SDG 6.4.1. Water Use Efficiency",4551,2017,5.7151948158,"I","","0"
"Bangladesh",50,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2017,0.7455270943,"E","","0"
"Bangladesh",50,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2017,76.684806136,"E","","0"
"Bangladesh",50,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,34.0201760685,"E","","0"
"Barbados",52,"Agricultural water withdrawal as % of total water withdrawal",4254,2017,67.6543209877,"I","","0"
"Barbados",52,"Industrial water withdrawal as % of total water withdrawal",4256,2017,7.6543209877,"I","","0"
"Barbados",52,"Municipal water withdrawal as % of total withdrawal",4255,2017,24.6913580247,"I","","0"
"Barbados",52,"Total water withdrawal per capita",4257,2017,282.9872271444,"E","","0"
"Barbados",52,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,87.5,"I","","0"
"Barbados",52,"Agricultural water withdrawal as % of total renewable water resources",4273,2017,68.5,"I","","0"
"Barbados",52,"SDG 6.4.2. Water Stress",4550,2017,87.5,"I","","0"
"Barbados",52,"SDG 6.4.1. Water Use Efficiency",4551,2017,52.0969395628,"I","","0"
"Barbados",52,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2017,0.9119304489,"E","","0"
"Barbados",52,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2017,82.5368106445,"E","","0"
"Barbados",52,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,182.9075044996,"E","","0"
"Belarus",112,"Agricultural water withdrawal as % of total water withdrawal",4254,2017,30.85182534,"E","","0"
"Belarus",112,"Industrial water withdrawal as % of total water withdrawal",4256,2017,31.7108088762,"E","","0"
"Belarus",112,"Municipal water withdrawal as % of total withdrawal",4255,2017,37.4373657838,"E","","0"
"Belarus",112,"Total water withdrawal per capita",4257,2017,147.82707428,"E","","0"
"Belarus",112,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,2.4127806563,"E","","0"
"Belarus",112,"Agricultural water withdrawal as % of total renewable water resources",4273,2017,0.7443868739,"E","","0"
"Belarus",112,"SDG 6.4.2. Water Stress",4550,2017,4.6044825313,"E","","0"
"Belarus",112,"SDG 6.4.1. Water Use Efficiency",4551,2017,32.0274132721,"E","","0"
"Belarus",112,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2017,0.0659447779,"E","","0"
"Belarus",112,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2017,35.1418820482,"E","","0"
"Belarus",112,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,55.7285284788,"E","","0"
"Belgium",56,"Agricultural water withdrawal as % of total water withdrawal",4254,2017,1.1266900351,"I","","0"
"Belgium",56,"Industrial water withdrawal as % of total water withdrawal",4256,2017,80.3705558338,"I","","0"
"Belgium",56,"Municipal water withdrawal as % of total withdrawal",4255,2017,18.5027541312,"I","","0"
"Belgium",56,"Total water withdrawal per capita",4257,2017,349.7450206432,"E","","0"
"Belgium",56,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,21.825136612,"I","","0"
"Belgium",56,"Agricultural water withdrawal as % of total renewable water resources",4273,2017,0.2459016393,"I","","0"
"Belgium",56,"SDG 6.4.2. Water Stress",4550,2017,49.0663390663,"E","","0"
"Belgium",56,"SDG 6.4.1. Water Use Efficiency",4551,2017,106.0715151741,"I","","0"
"Belgium",56,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2017,0.7948534201,"E","","0"
"Belgium",56,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2017,25.4668315183,"E","","0"
"Belgium",56,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,462.6053234475,"E","","0"
"Belize",84,"Agricultural water withdrawal as % of total water withdrawal",4254,2017,67.7227722772,"I","","0"
"Belize",84,"Industrial water withdrawal as % of total water withdrawal",4256,2017,20.9900990099,"I","","0"
"Belize",84,"Municipal water withdrawal as % of total withdrawal",4255,2017,11.2871287129,"I","","0"
"Belize",84,"Total water withdrawal per capita",4257,2017,268.7821507362,"E","","0"
"Belize",84,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.4647096715,"E","","0"
"Belize",84,"Agricultural water withdrawal as % of total renewable water resources",4273,2017,0.3147142726,"E","","0"
"Belize",84,"SDG 6.4.2. Water Stress",4550,2017,1.2602944847,"E","","0"
"Belize",84,"SDG 6.4.1. Water Use Efficiency",4551,2017,13.2831854041,"I","","0"
"Belize",84,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2017,0.1455672123,"E","","0"
"Belize",84,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2017,8.6198148325,"E","","0"
"Belize",84,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,100.7811275477,"E","","0"
"Benin",204,"Agricultural water withdrawal as % of total water withdrawal",4254,2017,25.2136752137,"E","","0"
"Benin",204,"Industrial water withdrawal as % of total water withdrawal",4256,2017,12.8205128205,"E","","0"
"Benin",204,"Municipal water withdrawal as % of total withdrawal",4255,2017,61.9658119658,"E","","0"
"Benin",204,"Total water withdrawal per capita",4257,2017,20.9392263117,"E","","0"
"Benin",204,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.4926108374,"I","","0"
"Benin",204,"Agricultural water withdrawal as % of total renewable water resources",4273,2017,0.2235695339,"I","","0"
"Benin",204,"SDG 6.4.2. Water Stress",4550,2017,0.975243811,"E","","0"
"Benin",204,"SDG 6.4.1. Water Use Efficiency",4551,2017,27.2619013336,"I","","0"
"Benin",204,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2017,0.3265373411,"E","","0"
"Benin",204,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2017,64.6204297392,"E","","0"
"Benin",204,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,30.492457357,"E","","0"
"Bhutan",64,"Agricultural water withdrawal as % of total water withdrawal",4254,2017,94.0828402367,"I","","0"
"Bhutan",64,"Industrial water withdrawal as % of total water withdrawal",4256,2017,0.8875739645,"I","","0"
"Bhutan",64,"Municipal water withdrawal as % of total withdrawal",4255,2017,5.0295857988,"I","","0"
"Bhutan",64,"Total water withdrawal per capita",4257,2017,453.3486774424,"E","","0"
"Bhutan",64,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.4332051282,"I","","0"
"Bhutan",64,"Agricultural water withdrawal as % of total renewable water resources",4273,2017,0.4076923077,"I","","0"
"Bhutan",64,"SDG 6.4.2. Water Stress",4550,2017,1.4138075314,"E","","0"
"Bhutan",64,"SDG 6.4.1. Water Use Efficiency",4551,2017,5.8605246927,"I","","0"
"Bhutan",64,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2017,0.5392355045,"E","","0"
"Bhutan",64,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2017,212.2096371155,"E","","0"
"Bhutan",64,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,68.9853849619,"E","","0"
"Bolivia (Plurinational State of)",68,"Agricultural water withdrawal as % of total water withdrawal",4254,2017,91.9540229885,"I","","0"
"Bolivia (Plurinational State of)",68,"Industrial water withdrawal as % of total water withdrawal",4256,2017,1.5325670498,"E","","0"
"Bolivia (Plurinational State of)",68,"Municipal water withdrawal as % of total withdrawal",4255,2017,6.5134099617,"E","","0"
"Bolivia (Plurinational State of)",68,"Total water withdrawal per capita",4257,2017,186.5475787902,"E","","0"
"Bolivia (Plurinational State of)",68,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.3637630662,"I","","0"
"Bolivia (Plurinational State of)",68,"Agricultural water withdrawal as % of total renewable water resources",4273,2017,0.3344947735,"I","","0"
"Bolivia (Plurinational State of)",68,"SDG 6.4.2. Water Stress",4550,2017,1.1770011274,"E","","0"
"Bolivia (Plurinational State of)",68,"SDG 6.4.1. Water Use Efficiency",4551,2017,13.1286201198,"I","","0"
"Bolivia (Plurinational State of)",68,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2017,0.2530417391,"E","","0"
"Bolivia (Plurinational State of)",68,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2017,271.4587801794,"E","","0"
"Bolivia (Plurinational State of)",68,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,134.1179243038,"E","","0"
"Bosnia and Herzegovina",70,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,1.0690666667,"E","","0"
"Bosnia and Herzegovina",70,"SDG 6.4.2. Water Stress",4550,2017,2.6620185923,"E","","0"
"Bosnia and Herzegovina",70,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2017,45.8262145249,"E","","0"
"Bosnia and Herzegovina",70,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,28.9812879695,"E","","0"
"Botswana",72,"Agricultural water withdrawal as % of total water withdrawal",4254,2017,35.7512953368,"E","","0"
"Botswana",72,"Industrial water withdrawal as % of total water withdrawal",4256,2017,12.1243523316,"E","","0"
"Botswana",72,"Municipal water withdrawal as % of total withdrawal",4255,2017,52.1243523316,"E","","0"
"Botswana",72,"Total water withdrawal per capita",4257,2017,87.5251691549,"E","","0"
"Botswana",72,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,1.5767973856,"E","","0"
"Botswana",72,"Agricultural water withdrawal as % of total renewable water resources",4273,2017,0.5637254902,"E","","0"
"Botswana",72,"SDG 6.4.2. Water Stress",4550,2017,2.0181951271,"E","","0"
"Botswana",72,"SDG 6.4.1. Water Use Efficiency",4551,2017,71.3695564556,"E","","0"
"Botswana",72,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2017,0.0857270512,"E","","0"
"Botswana",72,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2017,190.8515471855,"E","","0"
"Botswana",72,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,92.4700101914,"E","","0"
"Brazil",76,"Agricultural water withdrawal as % of total water withdrawal",4254,2017,60.0325817207,"E","","0"
"Brazil",76,"Industrial water withdrawal as % of total water withdrawal",4256,2017,14.480595606,"E","","0"
"Brazil",76,"Municipal water withdrawal as % of total withdrawal",4255,2017,25.4868226732,"E","","0"
"Brazil",76,"Total water withdrawal per capita",4257,2017,316.0265208613,"E","","0"
"Brazil",76,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.759569793,"E","","0"
"Brazil",76,"Agricultural water withdrawal as % of total renewable water resources",4273,2017,0.4559962993,"E","","0"
"Brazil",76,"SDG 6.4.2. Water Stress",4550,2017,3.1054373522,"E","","0"
"Brazil",76,"SDG 6.4.1. Water Use Efficiency",4551,2017,22.0105277007,"E","","0"
"Brazil",76,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2017,0.2904017794,"E","","0"
"Brazil",76,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2017,30.629535689,"E","","0"
"Brazil",76,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,68.2739195823,"E","","0"
"Brunei Darussalam",96,"Agricultural water withdrawal as % of total water withdrawal",4254,2017,5.7608695652,"E","","0"
"Brunei Darussalam",96,"Municipal water withdrawal as % of total withdrawal",4255,2017,164.6739130435,"E","","0"
"Brunei Darussalam",96,"Total water withdrawal per capita",4257,2017,216.7393450231,"E","","0"
"Brunei Darussalam",96,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,1.0823529412,"I","","0"
"Brunei Darussalam",96,"Agricultural water withdrawal as % of total renewable water resources",4273,2017,0.0623529412,"I","","0"
"Brunei Darussalam",96,"SDG 6.4.2. Water Stress",4550,2017,3.4664657121,"E","","0"
"Brunei Darussalam",96,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2017,3.9540191288,"E","","0"
"Brunei Darussalam",96,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,35.2647291872,"E","","0"
"Bulgaria",100,"Agricultural water withdrawal as % of total water withdrawal",4254,2017,14.747724662,"E","","0"
"Bulgaria",100,"Industrial water withdrawal as % of total water withdrawal",4256,2017,69.6651055934,"E","","0"
"Bulgaria",100,"Municipal water withdrawal as % of total withdrawal",4255,2017,15.5871697446,"E","","0"
"Bulgaria",100,"Total water withdrawal per capita",4257,2017,796.6975874783,"E","","0"
"Bulgaria",100,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,26.5633802817,"E","","0"
"Bulgaria",100,"Agricultural water withdrawal as % of total renewable water resources",4273,2017,3.9178403756,"E","","0"
"Bulgaria",100,"SDG 6.4.2. Water Stress",4550,2017,41.8212728213,"E","","0"
"Bulgaria",100,"SDG 6.4.1. Water Use Efficiency",4551,2017,7.9300789841,"E","","0"
"Bulgaria",100,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2017,0.0920039043,"E","","0"
"Bulgaria",100,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2017,2.7271985632,"E","","0"
"Bulgaria",100,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,38.5997255524,"E","","0"
"Burkina Faso",854,"Agricultural water withdrawal as % of total water withdrawal",4254,2017,51.4303178484,"I","","0"
"Burkina Faso",854,"Industrial water withdrawal as % of total water withdrawal",4256,2017,2.6528117359,"I","","0"
"Burkina Faso",854,"Municipal water withdrawal as % of total withdrawal",4255,2017,45.9168704156,"I","","0"
"Burkina Faso",854,"Total water withdrawal per capita",4257,2017,42.6191854901,"E","","0"
"Burkina Faso",854,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,6.0496296296,"E","","0"
"Burkina Faso",854,"Agricultural water withdrawal as % of total renewable water resources",4273,2017,3.1162962963,"I","","0"
"Burkina Faso",854,"SDG 6.4.2. Water Stress",4550,2017,7.8078393881,"E","","0"
"Burkina Faso",854,"SDG 6.4.1. Water Use Efficiency",4551,2017,11.1413959279,"I","","0"
"Burkina Faso",854,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency",4552,2017,0.0566505755,"E","","0"
"Burkina Faso",854,"SDG 6.4.1. Industrial Water Use Efficiency",4553,2017,146.8388122144,"E","","0"
"Burkina Faso",854,"SDG 6.4.1. Services Water Use Efficiency",4554,2017,15.717323607,"E","","0"
"Burundi",108,"Agricultural water withdrawal as % of total water withdrawal",4254,2017,79.2574080685,"E","","0"
"Burundi",108,"Industrial water withdrawal as % of total water withdrawal",4256,2017,5.3552302749,"E","","0"
