city,lat,lng,country,population
Plzen,49.7414,13.3825,Czechia,174842.0
Liberec,50.77,15.0584,Czechia,104802.0
Olomouc,49.5939,17.2508,Czechia,100663.0
Montevideo,-34.8667,-56.1667,Uruguay,1319108.0
Punta del Este,-34.97,-54.95,Uruguay,159000.0
Salto,-31.3883,-57.9606,Uruguay,124878.0
Ciudad de la Costa,-34.8167,-55.95,Uruguay,112449.0
Rivera,-30.9025,-55.5506,Uruguay,78900.0
Paysandu,-32.32,-58.0756,Uruguay,76429.0
Doha,25.3,51.5333,Qatar,1312947.0
Al Wakrah,25.18,51.61,Qatar,
Ar Rayyan,25.2919,51.4244,Qatar,
Al Khawr,25.6839,51.5058,Qatar,
Ash Shihaniyah,25.3709,51.2226,Qatar,
Umm Salal `Ali,25.4697,51.3975,Qatar,
Comayaguela,14.0833,-87.2167,Honduras,1250000.0
Tegucigalpa,14.0942,-87.2067,Honduras,1126534.0
San Pedro Sula,15.5,-88.0333,Honduras,1073824.0
Puerto Cortes,15.8833,-87.95,Honduras,200000.0
Tegucigalpita,15.78,-86.7878,Honduras,196856.0
Villanueva,15.3167,-88.0167,Honduras,157615.0
Tunis,36.8008,10.18,Tunisia,1200000.0
Sfax,34.75,10.72,Tunisia,453050.0
Sousse,35.83,10.625,Tunisia,327004.0
Gabes,33.9004,10.1,Tunisia,219517.0
Zarzis,33.5104,11.1,Tunisia,159161.0
Kairouan,35.6804,10.1,Tunisia,144522.0
Maputo,-25.9153,32.5764,Mozambique,1191613.0
Matola,-25.9667,32.4667,Mozambique,1032197.0
Nampula,-15.1167,39.2667,Mozambique,477900.0
Beira,-19.8333,34.85,Mozambique,439264.0
Chimoio,-19.1167,33.45,Mozambique,238976.0
Cidade de Nacala,-14.5186,40.715,Mozambique,224795.0
Dublin,53.3425,-6.2658,Ireland,1173179.0
Cork,51.9,-8.4731,Ireland,208669.0
Galway,53.2729,-9.0418,Ireland,79504.0
Limerick,52.6653,-8.6238,Ireland,58319.0
Waterford,52.2583,-7.119,Ireland,48369.0
Drogheda,53.7139,-6.3503,Ireland,40956.0
Dakar,14.7319,-17.4572,Senegal,1146053.0
Thies,14.7833,-16.9167,Senegal,293001.0
Rufisque,14.7167,-17.2667,Senegal,221066.0
Ziguinchor,12.5833,-16.2667,Senegal,205294.0
Saint-Louis,16.0333,-16.5,Senegal,176000.0
Kaolack,14.152,-16.0726,Senegal,172305.0
Tripoli,32.8752,13.1875,Libya,1126000.0
Benghazi,32.1167,20.0667,Libya,631555.0
Misratah,32.3778,15.0901,Libya,259056.0
Al Bayda',32.7628,21.755,Libya,250000.0
Az Zawiyah,32.7604,12.72,Libya,200000.0
Gharyan,32.1669,13.0167,Libya,187854.0
Tbilisi,41.7225,44.7925,Georgia,1118035.0
Batumi,41.6458,41.6417,Georgia,154600.0
Kutaisi,42.25,42.7,Georgia,147900.0
Rustavi,41.5333,45.0,Georgia,125103.0
Sokhumi,43.0033,41.0153,Georgia,64441.0
Gori,41.9817,44.1124,Georgia,48143.0
N'Djamena,12.11,15.05,Chad,1092066.0
Sarh,9.15,18.3833,Chad,169196.0
Moundou,8.5667,16.0833,Chad,142462.0
Kelo,9.3171,15.8,Chad,96224.0
Yao,12.8508,17.5608,Chad,91507.0
Abeche,13.8331,20.8347,Chad,76492.0
Copenhagen,55.6786,12.5635,Denmark,1085000.0
Aarhus,56.1572,10.2107,Denmark,237551.0
Odense,55.4004,10.3833,Denmark,158222.0
Aalborg,57.0337,9.9166,Denmark,122219.0
Esbjerg,55.467,8.45,Denmark,72205.0
Vejle,55.709,9.535,Denmark,51177.0
Yerevan,40.1814,44.5144,Armenia,1075800.0
Gyumri,40.7833,43.8333,Armenia,121976.0
Vanadzor,40.8128,44.4883,Armenia,90525.0
Ejmiatsin,40.1728,44.2925,Armenia,57500.0
Abovyan,40.2739,44.6256,Armenia,44400.0
Kapan,39.2011,46.415,Armenia,43190.0
Nouakchott,18.0783,-15.9744,Mauritania,1077169.0
Nema,16.6171,-7.25,Mauritania,200000.0
Nouadhibou,20.95,-17.0333,Mauritania,118000.0
Kiffa,16.6164,-11.4044,Mauritania,110714.0
Zouerate,22.7344,-12.4725,Mauritania,56345.0
Rosso,16.5128,-15.805,Mauritania,47203.0
Bishkek,42.8667,74.5667,Kyrgyzstan,1027200.0
Osh,40.5333,72.7833,Kyrgyzstan,251000.0
Jalal-Abad,40.9375,72.9861,Kyrgyzstan,89004.0
Kara-Balta,42.8306,73.8857,Kyrgyzstan,74133.0
Karakol,42.5,78.3833,Kyrgyzstan,63377.0
Tokmok,42.839,75.291,Kyrgyzstan,53231.0
Ashgabat,37.95,58.3833,Turkmenistan,1031992.0
Turkmenabat,39.1,63.5667,Turkmenistan,408906.0
Dasoguz,41.8167,59.9831,Turkmenistan,227184.0
Mary,37.6,61.8333,Turkmenistan,208682.0
Balkanabat,39.5119,54.365,Turkmenistan,89785.0
Serdar,38.9764,56.2758,Turkmenistan,89582.0
Niamey,13.5086,2.1111,Niger,1026848.0
Zinder,13.8,8.9833,Niger,322935.0
Maradi,13.5,7.1,Niger,267249.0
Agadez,16.9959,7.9828,Niger,117770.0
Tahoua,14.9,5.2599,Niger,115956.0
Arlit,18.82,7.33,Niger,100000.0
Managua,12.15,-86.2667,Nicaragua,1028808.0
Boaco,12.4722,-85.6586,Nicaragua,317000.0
Leon,12.4333,-86.8833,Nicaragua,174051.0
Matagalpa,12.9167,-85.9167,Nicaragua,156218.0
Chinandega,12.6242,-87.1297,Nicaragua,151707.0
Masaya,11.9667,-86.1,Nicaragua,139582.0
Monrovia,6.3106,-10.8047,Liberia,1021762.0
Upper Buchanan,5.9161,-10.0525,Liberia,48315.0
Gbarnga,7.0104,-9.49,Liberia,45835.0
Kakata,6.53,-10.3517,Liberia,33945.0
Harper,4.3754,-7.717,Liberia,32661.0
Voinjama,8.4167,-9.75,Liberia,26594.0
Port-au-Prince,18.5425,-72.3386,Haiti,987310.0
Carrefour,18.5333,-72.4,Haiti,511345.0
Petion-Ville,18.5098,-72.2856,Haiti,359615.0
Gonaives,19.45,-72.6833,Haiti,324043.0
Delmas,18.55,-72.3,Haiti,284079.0
Cap-Haitien,19.75,-72.2,Haiti,190289.0
Kathmandu,27.7167,85.3667,Nepal,975453.0
Pokhara,28.2097,83.9853,Nepal,353841.0
Jitpur,27.6666,85.3333,Nepal,337785.0
Biratnagar,26.4833,87.2833,Nepal,242548.0
Bharatpur,27.6833,84.4333,Nepal,143836.0
Birganj,27.0,84.8667,Nepal,135904.0
Stockholm,59.3294,18.0686,Sweden,972647.0
Gothenburg,57.6717,11.981,Sweden,600473.0
Malmo,55.5932,13.0214,Sweden,321845.0
Uppsala,59.8498,17.6389,Sweden,164535.0
Uppsala,59.8601,17.64,Sweden,133117.0
Vasteras,59.6173,16.5422,Sweden,127799.0
Asmara,15.3333,38.9167,Eritrea,963000.0
Keren,15.6804,38.45,Eritrea,150000.0
Assab,13.0078,42.7411,Eritrea,74405.0
Massawa,15.6,39.4333,Eritrea,39758.0
Mendefera,14.8833,38.8167,Eritrea,28492.0
Beylul,13.2639,42.3347,Eritrea,14055.0
Freetown,8.4833,-13.2331,Sierra Leone,951000.0
Kenema,7.8833,-11.1833,Sierra Leone,188463.0
Bo,7.9564,-11.74,Sierra Leone,174354.0
Makeni,8.8817,-12.0442,Sierra Leone,87679.0
Koidu-Bulma,8.4405,-10.85,Sierra Leone,87539.0
Port Loko,8.7667,-12.7833,Sierra Leone,
Jerusalem,31.7833,35.2167,Israel,919438.0
Tel Aviv-Yafo,32.0833,34.8,Israel,451523.0
Haifa,32.8,34.9833,Israel,281087.0
Rishon LeZiyyon,31.95,34.8,Israel,249860.0
Petah Tiqwa,32.0833,34.8833,Israel,236169.0
Ashdod,31.7978,34.6503,Israel,220174.0
Panama City,9.0,-79.5,Panama,880691.0
Colon,9.3598,-79.9004,Panama,241817.0
David,8.4333,-82.4333,Panama,144858.0
La Chorrera,8.8792,-79.7822,Panama,68896.0
Balboa,8.9571,-79.5593,Panama,62882.0
Pacora,9.08,-79.28,Panama,52494.0
Lome,6.1319,1.2228,Togo,837437.0
Sokode,8.9833,1.1333,Togo,113000.0
Kpalime,6.91,0.6281,Togo,100479.0
Atakpame,7.53,1.12,Togo,80683.0
Sansanne-Mango,10.3556,0.4756,Togo,42626.0
Bassar,9.25,0.7833,Togo,23181.0
Libreville,0.3901,9.4544,Gabon,797003.0
Port-Gentil,-0.7167,8.7833,Gabon,116836.0
Oyem,1.6,11.5667,Gabon,60685.0
Franceville,-1.6333,13.5833,Gabon,42967.0
Moanda,-1.5655,13.2,Gabon,30151.0
Lambarene,-0.6883,10.2319,Gabon,25310.0
Zagreb,45.8,15.95,Croatia,790017.0
Split,43.51,16.45,Croatia,178102.0
Rijeka,45.3297,14.4322,Croatia,128624.0
Osijek,45.5603,18.6703,Croatia,103162.0
Zadar,44.1167,15.2167,Croatia,75082.0
Velika Gorica,45.7,16.0667,Croatia,63517.0
Dushanbe,38.5731,68.7864,Tajikistan,780000.0
Khujand,40.2833,69.6167,Tajikistan,181600.0
Kulob,37.9119,69.7808,Tajikistan,95000.0
Bokhtar,37.8364,68.7803,Tajikistan,75450.0
Istaravshan,39.9108,69.0064,Tajikistan,57400.0
Konibodom,40.2833,70.4167,Tajikistan,50400.0
Cotonou,6.4,2.52,Benin,762000.0
Porto-Novo,6.4833,2.6167,Benin,300000.0
Djougou,9.7004,1.68,Benin,202810.0
Parakou,9.34,2.62,Benin,188853.0
Kandi,11.1304,2.94,Benin,109701.0
Lokossa,6.615,1.715,Benin,86971.0
Vientiane,17.9667,102.6,Laos,760000.0
Savannakhet,16.55,104.75,Laos,124000.0
Pakxe,15.1167,105.7833,Laos,119848.0
Thakhek,17.4,104.8,Laos,70000.0
Louangphabang,19.8931,102.1381,Laos,53792.0
Xam Nua,20.4133,104.048,Laos,38992.0
Colombo,6.9167,79.8333,Sri Lanka,752993.0
Moratuwa,6.7804,79.88,Sri Lanka,200000.0
Negombo,7.2111,79.8386,Sri Lanka,142136.0
Batticaloa,7.717,81.7,Sri Lanka,129222.0
Anuradhapura,8.335,80.4108,Sri Lanka,118302.0
Sri Jayewardenepura Kotte,6.9,79.9164,Sri Lanka,115826.0
Kigali,-1.9536,30.0606,Rwanda,745261.0
Nyanza,-2.3496,29.74,Rwanda,225209.0
Gisenyi,-1.6928,29.25,Rwanda,136830.0
Gitarama,-2.0696,29.76,Rwanda,87613.0
Ruhengeri,-1.4944,29.6417,Rwanda,59333.0
Butare,-2.6,29.75,Rwanda,50220.0
Bangui,4.3732,18.5628,Central African Republic,734350.0
Bimbo,4.3313,18.5163,Central African Republic,124176.0
Berberati,4.2667,15.7833,Central African Republic,76918.0
Carnot,4.9333,15.8667,Central African Republic,45421.0
Bambari,5.7667,20.6833,Central African Republic,41356.0
Bouar,5.95,15.6,Central African Republic,40353.0
Riga,56.9475,24.1069,Latvia,698529.0
Daugavpils,55.8714,26.5161,Latvia,84592.0
Liepaja,56.5083,21.0111,Latvia,69443.0
Jelgava,56.6522,23.7244,Latvia,55972.0
Jurmala,56.968,23.7704,Latvia,48606.0
Ventspils,57.3897,21.5644,Latvia,35362.0
Oslo,59.9111,10.7528,Norway,693494.0
Bergen,60.3925,5.3233,Norway,257087.0
Trondheim,63.44,10.4,Norway,183378.0
Stavanger,58.9701,5.7333,Norway,129300.0
Sorum,59.9135,11.3472,Norway,113659.0
Drammen,59.7572,10.1907,Norway,90722.0
Chisinau,47.0056,28.8575,Moldova,685900.0
Tiraspol,46.8319,29.5767,Moldova,157000.0
Balti,47.7617,27.9289,Moldova,144800.0
Bender,46.8333,29.4833,Moldova,91882.0
Ribnita,47.7664,29.0006,Moldova,56988.0
Ungheni,47.2042,27.7958,Moldova,30804.0
Athens,37.9794,23.7161,Greece,664046.0
Piraeus,37.95,23.7,Greece,466065.0
Thessaloniki,40.6333,22.95,Greece,315196.0
Patra,38.25,21.7333,Greece,167446.0
Larisa,39.6385,22.4131,Greece,144651.0
Irakleio,35.3333,25.1333,Greece,140730.0
Bujumbura,-3.3825,29.3611,Burundi,658859.0
Gitega,-3.4264,29.9306,Burundi,41944.0
Ngozi,-2.9,29.8167,Burundi,39884.0
Gitega,-3.426,29.8436,Burundi,23167.0
Kayanza,-2.9221,29.6293,Burundi,21767.0
Rutana,-3.931,29.993,Burundi,20893.0
Helsinki,60.1756,24.9342,Finland,642045.0
Espoo,60.21,24.66,Finland,269802.0
Tampere,61.4981,23.7608,Finland,225118.0
Vantaa,60.3,25.0333,Finland,214605.0
Oulu,65.0142,25.4719,Finland,200526.0
Turku,60.4517,22.27,Finland,187604.0
Skopje,41.9833,21.4333,Macedonia,640000.0
Tetovo,42.0103,20.9714,Macedonia,142030.0
Bitola,41.0319,21.3347,Macedonia,84002.0
Kumanovo,42.1403,21.7136,Macedonia,70842.0
Prilep,41.3464,21.5542,Macedonia,66817.0
Ohrid,41.1169,20.8019,Macedonia,55749.0
Kuwait City,29.375,47.98,Kuwait,637411.0
Al Jahra',29.3375,47.6581,Kuwait,194193.0
Al Ahmadi,29.0769,48.0838,Kuwait,68763.0
Kingston,17.9714,-76.7931,Jamaica,580000.0
Portmore,17.9667,-76.8667,Jamaica,170000.0
May Pen,17.95,-77.25,Jamaica,135142.0
Spanish Town,17.9961,-76.9547,Jamaica,131056.0
Montego Bay,18.4667,-77.9167,Jamaica,110115.0
Half Way Tree,18.0106,-76.7975,Jamaica,96494.0
Vilnius,54.6833,25.2833,Lithuania,574147.0
Kaunas,54.9,23.9333,Lithuania,288466.0
Klaipeda,55.7075,21.1428,Lithuania,164310.0
Siauliai,55.9281,23.3167,Lithuania,107086.0
Panevezys,55.725,24.3639,Lithuania,91054.0
Alytus,54.4014,24.0492,Lithuania,51534.0
San Salvador,13.6989,-89.1914,El Salvador,567698.0
Usulutan,13.35,-88.45,El Salvador,378606.0
Santa Ana,13.9833,-89.5333,El Salvador,270413.0
San Miguel,13.4833,-88.1833,El Salvador,218410.0
Sonsonate,13.72,-89.73,El Salvador,168947.0
Santa Tecla,13.674,-89.29,El Salvador,124694.0
Djibouti,11.595,43.1481,Djibouti,562000.0
Ali Sabieh,11.1558,42.7125,Djibouti,37939.0
Dikhil,11.1086,42.3667,Djibouti,35000.0
Obock,11.9667,43.2833,Djibouti,21200.0
Tadjourah,11.7833,42.8833,Djibouti,14820.0
Arta,11.5264,42.8519,Djibouti,
Lisbon,38.7452,-9.1604,Portugal,506654.0
Vila Nova de Gaia,41.1333,-8.6167,Portugal,302295.0
Porto,41.1495,-8.6108,Portugal,237591.0
Braga,41.5333,-8.4167,Portugal,181494.0
Matosinhos,41.2077,-8.6674,Portugal,175478.0
Amadora,38.75,-9.2333,Portugal,175136.0
Tallinn,59.4372,24.745,Estonia,434562.0
Tartu,58.38,26.7225,Estonia,93865.0
Narva,59.3792,28.2006,Estonia,57130.0
Parnu,58.3844,24.4989,Estonia,39438.0
Kohtla-Jarve,59.4,27.2833,Estonia,35928.0
Viljandi,58.3633,25.5956,Estonia,17407.0
Bratislava,48.1447,17.1128,Slovakia,429564.0
Kosice,48.7167,21.25,Slovakia,238593.0
Petrzalka,48.1333,17.1167,Slovakia,103190.0
Presov,49.0,21.2333,Slovakia,88680.0
Zilina,49.2167,18.7333,Slovakia,82704.0
Banska Bystrica,48.7353,19.1453,Slovakia,78327.0
Tirana,41.33,19.82,Albania,418495.0
Durres,41.3167,19.45,Albania,142432.0
Vlore,40.45,19.4833,Albania,130827.0
Kamez,41.3833,19.7667,Albania,126777.0
Fier,40.7167,19.55,Albania,120655.0
Shkoder,42.0667,19.5,Albania,112276.0
Tripoli,34.4333,35.8333,Lebanon,530000.0
Beirut,33.8869,35.5131,Lebanon,361366.0
Sidon,33.5606,35.3981,Lebanon,200000.0
Tyre,33.2667,35.2,Lebanon,160000.0
Jounie,33.9697,35.6156,Lebanon,102221.0
Zahle,33.8439,35.9072,Lebanon,100000.0
Bissau,11.8592,-15.5956,Guinea-Bissau,395954.0
Quinhamel,11.8869,-15.8556,Guinea-Bissau,42659.0
Catio,11.2833,-15.25,Guinea-Bissau,26999.0
Bafata,12.1719,-14.6575,Guinea-Bissau,22501.0
Gabu,12.2833,-14.2167,Guinea-Bissau,14430.0
Cacheu,12.278,-16.165,Guinea-Bissau,9882.0
Juba,4.85,31.6,South Sudan,372410.0
Bor,6.2167,31.55,South Sudan,315351.0
Yei,4.0904,30.68,South Sudan,185000.0
Wau,7.7,27.9833,South Sudan,163442.0
Malakal,9.5333,31.65,South Sudan,147450.0
Gogrial,8.5337,28.1167,South Sudan,50065.0
Port Moresby,-9.4789,147.1494,Papua New Guinea,364125.0
Lae,-6.7333,146.9833,Papua New Guinea,131052.0
Madang,-5.2248,145.7853,Papua New Guinea,62023.0
Arawa,-6.228,155.566,Papua New Guinea,40266.0
Mount Hagen,-5.8667,144.2167,Papua New Guinea,29765.0
Popondetta,-8.7656,148.2347,Papua New Guinea,28198.0
Maseru,-29.31,27.48,Lesotho,330790.0
Teyateyaneng,-29.15,27.7333,Lesotho,75115.0
Mafeteng,-29.8167,27.25,Lesotho,57059.0
Leribe,-28.8734,28.0416,Lesotho,47675.0
Maputsoe,-28.8833,27.9,Lesotho,32117.0
Mohale's Hoek,-30.159,27.48,Lesotho,24992.0
Nicosia,35.1725,33.365,Cyprus,330000.0
Limassol,34.675,33.0443,Cyprus,235056.0
Larnaca,34.9233,33.6305,Cyprus,48947.0
Famagusta,35.1167,33.95,Cyprus,40920.0
Paphos,34.7761,32.4265,Cyprus,35961.0
Kyrenia,35.3403,33.3192,Cyprus,33207.0
Windhoek,-22.57,17.0836,Namibia,322500.0
Walvisbaai,-22.9494,14.5069,Namibia,85000.0
Rundu,-17.9167,19.7667,Namibia,63431.0
Swakopmund,-22.6667,14.5333,Namibia,34300.0
Katima Mulilo,-17.5039,24.275,Namibia,28699.0
Otjiwarongo,-20.4642,16.6528,Namibia,28249.0
San Jose,9.9333,-84.0833,Costa Rica,288054.0
Cartago,9.8667,-83.9167,Costa Rica,221733.0
Puerto Limon,10.0022,-83.084,Costa Rica,61072.0
Liberia,10.6338,-85.4333,Costa Rica,45380.0
Buenos Aires,9.1497,-83.3334,Costa Rica,45000.0
Alajuela,10.0278,-84.2041,Costa Rica,42975.0
Ljubljana,46.05,14.5167,Slovenia,284355.0
Maribor,46.55,15.6333,Slovenia,112325.0
Kranj,46.2389,14.3556,Slovenia,56081.0
Celje,46.2291,15.2641,Slovenia,37875.0
Koper,45.5475,13.7307,Slovenia,25611.0
Velenje,46.3667,15.1167,Slovenia,25333.0
Sarajevo,43.8667,18.4167,Bosnia And Herzegovina,275524.0
Banja Luka,44.7667,17.1833,Bosnia And Herzegovina,199191.0
Mostar,43.3494,17.8125,Bosnia And Herzegovina,163067.0
Bijeljina,44.75,19.2167,Bosnia And Herzegovina,114663.0
Tuzla,44.5381,18.6761,Bosnia And Herzegovina,110979.0
Prijedor,44.9667,16.7,Bosnia And Herzegovina,89397.0
Nassau,25.0667,-77.3333,"Bahamas, The",274400.0
Freeport City,26.5333,-78.7,"Bahamas, The",25383.0
Marsh Harbour,26.4,-77.17,"Bahamas, The",6283.0
Gaborone,-24.6569,25.9086,Botswana,231626.0
Francistown,-21.1736,27.5125,Botswana,89979.0
Molepolole,-24.4066,25.4951,Botswana,67598.0
Mahalapye,-23.1041,26.8142,Botswana,50744.0
Maun,-19.9833,23.4167,Botswana,49945.0
Selibe Phikwe,-21.9667,27.9167,Botswana,49724.0
Paramaribo,5.8667,-55.1667,Suriname,223757.0
Cottica,3.8547,-54.2289,Suriname,29210.0
Nieuw Nickerie,5.9261,-56.9731,Suriname,12818.0
Brokopondo,5.0404,-55.02,Suriname,8340.0
Moengo,5.6167,-54.4,Suriname,8252.0
Tamanredjo,5.7667,-55.0,Suriname,6601.0
Dili,-8.5586,125.5736,Timor-Leste,222323.0
Maliana,-8.9917,125.2197,Timor-Leste,15800.0
Ainaro,-8.9833,125.5,Timor-Leste,15558.0
Baucau,-8.4667,126.45,Timor-Leste,14961.0
Manatuto,-8.5167,126.0167,Timor-Leste,9022.0
Gleno,-8.7239,125.4361,Timor-Leste,8133.0
Pristina,42.6667,21.1667,Kosovo,204725.0
Prizren,42.2167,20.7333,Kosovo,186986.0
Ferizaj,42.3667,21.1667,Kosovo,108610.0
Peje,42.65,20.3,Kosovo,96450.0
Gjakove,42.3833,20.4333,Kosovo,94556.0
Gjilan,42.47,21.47,Kosovo,90178.0
Georgetown,6.7833,-58.1667,Guyana,200500.0
New Amsterdam,6.25,-57.5167,Guyana,46874.0
Linden,6.0,-58.3,Guyana,29298.0
Anna Regina,7.25,-58.5167,Guyana,12448.0
Princetown,5.9,-57.17,Guyana,12000.0
Bartica,6.4,-58.6167,Guyana,8532.0
Bata,1.85,9.75,Equatorial Guinea,250770.0
Malabo,3.7521,8.7737,Equatorial Guinea,187302.0
Ebebiyin,2.15,11.3167,Equatorial Guinea,36565.0
Anisoc,1.8656,10.7689,Equatorial Guinea,16626.0
Bengonbeyene,1.6931,11.0342,Equatorial Guinea,15644.0
Mbini,1.5833,9.6167,Equatorial Guinea,14034.0
Antwerp,51.2211,4.3997,Belgium,529247.0
Gent,51.0536,3.7253,Belgium,262219.0
Charleroi,50.4167,4.4442,Belgium,201816.0
Liege,50.625,5.5907,Belgium,197885.0
Brussels,50.8467,4.3517,Belgium,185103.0
Schaarbeek,50.8675,4.3736,Belgium,133010.0
Male,4.175,73.5083,Maldives,133019.0
Un'goofaaru,5.6681,73.0302,Maldives,
Naifaru,5.4442,73.3662,Maldives,
Mahibadhoo,3.7571,72.9689,Maldives,
Eydhafushi,5.1038,73.0699,Maldives,
Thinadhoo,0.5303,72.9967,Maldives,
Podgorica,42.4397,19.2661,Montenegro,174515.0
Pljevlja,43.3566,19.3502,Montenegro,30786.0
Ulcinj,41.9236,19.2056,Montenegro,19921.0
Budva,42.2847,18.8453,Montenegro,19218.0
Herceg Novi,42.4531,18.5375,Montenegro,16493.0
Cetinje,42.3933,18.9219,Montenegro,13991.0
Manama,26.2167,50.5831,Bahrain,157474.0
Al Muharraq,26.25,50.6167,Bahrain,75000.0
Madinat Hamad,26.1128,50.5139,Bahrain,52700.0
Madinat `Isa,26.1736,50.5478,Bahrain,40000.0
Curepipe,-20.3162,57.5166,Mauritius,299975.0
Port Louis,-20.1667,57.5,Mauritius,149194.0
Quartier Militaire,-20.25,57.55,Mauritius,22745.0
Centre de Flacq,-20.2002,57.7177,Mauritius,15791.0
Port Mathurin,-19.6833,63.4211,Mauritius,5929.0
Cap Malheureux,-19.9861,57.6119,Mauritius,5070.0
Zurich,47.3786,8.54,Switzerland,434008.0
Geneva,46.2,6.15,Switzerland,201818.0
Basel,47.5606,7.5906,Switzerland,177595.0
Lausanne,46.5333,6.6333,Switzerland,138905.0
Bern,46.948,7.4474,Switzerland,133798.0
Winterthur,47.4992,8.7267,Switzerland,109775.0
Reykjavik,64.1475,-21.935,Iceland,128793.0
Kopavogur,64.1167,-21.7667,Iceland,34140.0
Hafnarfjordhur,64.0667,-21.95,Iceland,28703.0
Akureyri,65.6833,-18.1,Iceland,18925.0
Keflavik,64.0,-22.5819,Iceland,16463.0
Gardhabaer,64.0833,-22.0,Iceland,16299.0
Praia,14.9177,-23.5092,Cabo Verde,127832.0
Mindelo,16.8914,-24.988,Cabo Verde,70468.0
Assomada,15.0949,-23.6654,Cabo Verde,12026.0
Pedra Badejo,15.1375,-23.5333,Cabo Verde,9530.0
Sao Filipe,14.8966,-24.4955,Cabo Verde,8122.0
Sal Rei,16.176,-22.9171,Cabo Verde,6357.0
Luxembourg,49.6106,6.1328,Luxembourg,122273.0
Esch-sur-Alzette,49.4969,5.9806,Luxembourg,36218.0
Diekirch,49.8678,6.1558,Luxembourg,6242.0
Echternach,49.8117,6.4217,Luxembourg,5617.0
Rumelange,49.4597,6.0306,Luxembourg,5604.0
Steinfort,49.66,5.9156,Luxembourg,5459.0
Bridgetown,13.0975,-59.6167,Barbados,110000.0
Moroni,-11.7036,43.2536,Comoros,111329.0
Mutsamudu,-12.1667,44.4,Comoros,30000.0
Mkazi,-11.7323,43.2671,Comoros,8438.0
Mitsamiouli,-11.3819,43.3,Comoros,7235.0
Fomboni,-12.2822,43.7419,Comoros,
Thimphu,27.4833,89.6333,Bhutan,104000.0
Paro,27.4333,89.4167,Bhutan,15000.0
Wangdue Phodrang,27.4333,89.9167,Bhutan,5000.0
Punakha,27.6167,89.8667,Bhutan,5000.0
Tsirang,27.0219,90.1229,Bhutan,
Mongar,27.275,91.24,Bhutan,
Manzini,-26.4833,31.3667,Swaziland,110508.0
Mbabane,-26.3167,31.1333,Swaziland,90138.0
Mhlume,-26.0333,31.85,Swaziland,7761.0
Siteki,-26.45,31.95,Swaziland,6152.0
Lobamba,-26.4167,31.1667,Swaziland,5800.0
Piggs Peak,-25.961,31.247,Swaziland,5750.0
Honiara,-9.4333,159.95,Solomon Islands,84520.0
Gizo,-8.1,156.85,Solomon Islands,6154.0
Lata,-10.738,165.8567,Solomon Islands,553.0
Auki,-8.7678,160.6978,Solomon Islands,
Kirakira,-10.4544,161.9205,Solomon Islands,
Taro,-6.7111,156.3972,Solomon Islands,
Suva,-18.1333,178.4333,Fiji,88271.0
Lautoka,-17.6242,177.4528,Fiji,52220.0
Nausori,-18.0244,178.5454,Fiji,47604.0
Nadi,-17.8,177.4167,Fiji,42284.0
Labasa,-16.4333,179.3667,Fiji,27949.0
Ba,-17.5333,177.6833,Fiji,18526.0
Castries,14.0167,-60.9833,Saint Lucia,70000.0
Gros Islet,14.081,-60.953,Saint Lucia,21660.0
Sao Tome,0.3333,6.7333,Sao Tome And Principe,56166.0
Trindade,0.3,6.6667,Sao Tome And Principe,6636.0
Guadalupe,0.3792,6.6375,Sao Tome And Principe,
Santana,0.26,6.7414,Sao Tome And Principe,
Neves,0.3586,6.5525,Sao Tome And Principe,
Santo Antonio,1.6386,7.4206,Sao Tome And Principe,
Port-Vila,-17.75,168.3,Vanuatu,51437.0
Luganville,-15.5126,167.1766,Vanuatu,13397.0
Lakatoro,-16.1069,167.4208,Vanuatu,705.0
Isangel,-19.5417,169.2817,Vanuatu,
Saratamata,-15.2869,167.9906,Vanuatu,
Sola,-13.8761,167.5517,Vanuatu,
Bandar Seri Begawan,4.9167,114.9167,Brunei,50000.0
Kuala Belait,4.5833,114.1833,Brunei,30267.0
Seria,4.6142,114.3303,Brunei,21082.0
Tutong,4.8028,114.6492,Brunei,
Bangar,4.7083,115.0736,Brunei,
Monaco,43.7396,7.4069,Monaco,36371.0
Chaguanas,10.5144,-61.4075,Trinidad And Tobago,83489.0
San Fernando,10.2833,-61.4667,Trinidad And Tobago,55419.0
Couva,10.4167,-61.45,Trinidad And Tobago,48858.0
Port of Spain,10.6667,-61.5167,Trinidad And Tobago,37074.0
Laventille,10.65,-61.4833,Trinidad And Tobago,21454.0
Tunapuna,10.6333,-61.3833,Trinidad And Tobago,17650.0
Apia,-13.8333,-171.8333,Samoa,37708.0
Afega,-13.7973,-171.8531,Samoa,
Leulumoega,-13.823,-171.9613,Samoa,
Mulifanua,-13.8318,-172.036,Samoa,
Lufilufi,-13.8745,-171.5986,Samoa,
Safotulafai,-13.6715,-172.1777,Samoa,
Vaduz,47.1415,9.5215,Liechtenstein,36281.0
Schaan,47.1667,9.5167,Liechtenstein,5959.0
Mauren,47.2197,9.5428,Liechtenstein,4268.0
Eschen,47.2109,9.5216,Liechtenstein,
Schellenberg,47.2283,9.5395,Liechtenstein,
Ruggell,47.245,9.5332,Liechtenstein,
Brikama,13.2804,-16.6599,"Gambia, The",195136.0
Farafenni,13.5667,-15.6,"Gambia, The",36000.0
